time(s),preprocessor,alamAPI_API,alamAPI_DB
574,356.7,45.71,163.1
575,356.7,45.71,163.1
576,356.7,45.71,163.1
577,356.7,45.71,163.2
578,356.7,45.71,163.1
579,356.7,45.71,163.1
580,356.7,45.71,163.1
581,356.7,45.71,163.1
582,356.7,45.71,163.1
583,356.7,45.71,163.1
584,356.7,45.71,163.1
585,356.7,45.71,163.1
586,356.7,45.71,163.1
587,356.7,45.71,163.1
588,356.7,45.71,163.1
589,356.7,45.71,163.1
590,356.7,45.71,163.1
591,356.7,45.71,163.1
592,356.7,45.71,163.2
593,356.7,45.71,163.1
594,356.7,45.71,163.1
595,356.7,45.71,163.1
596,356.7,45.71,163.1
597,356.7,45.71,163.1
598,356.7,45.71,163.1
599,356.7,45.71,163.1
600,356.7,45.71,163.1
601,356.7,45.71,163.1
602,356.7,45.71,163.1
603,356.7,45.71,163.1
604,356.7,45.71,163.1
605,356.7,45.71,163.1
606,356.7,45.71,163.1
607,356.7,45.71,163.1
608,356.7,45.71,163.1
609,356.7,45.71,163.1
610,356.7,45.71,163.1
611,356.7,45.71,163.1
612,356.7,45.71,163.1
613,356.7,45.71,163.1
614,356.7,45.71,163.1
615,356.7,45.71,163.1
616,356.7,45.71,163.1
617,356.7,45.71,163.2
618,356.7,45.71,163.1
619,356.7,45.71,163.1
620,356.7,45.71,163.1
621,356.7,45.71,163.1
622,356.7,45.71,163.1
623,356.7,45.71,163.1
624,356.7,45.71,163.1
625,356.7,45.71,163.1
626,356.7,45.71,163.1
627,356.7,45.71,163.1
628,356.7,45.71,163.1
629,356.7,45.71,163.1
630,356.7,45.71,163.1
631,356.7,45.71,163.1
632,356.7,45.71,163.1
633,356.7,45.71,163.2
634,356.7,45.71,163.1
635,356.7,45.71,163.1
636,356.7,45.71,163.1
637,356.7,45.71,163.1
638,356.7,45.71,165.1
639,356.7,45.71,165.1
640,356.7,45.71,165.2
641,356.7,45.71,165.1
642,356.7,45.71,165.1
643,356.7,45.71,165.1
644,356.7,45.71,165.1
645,356.7,45.71,165.1
646,356.7,45.71,165.1
647,356.7,45.71,165.1
648,356.7,45.71,165.1
649,356.7,45.71,165.1
650,356.7,45.71,165.1
651,356.7,45.71,165.1
652,356.7,45.71,165.1
653,356.7,45.71,165.1
654,356.7,45.71,165.1
655,356.7,45.71,165.1
656,356.7,45.71,165.1
657,356.7,45.71,165.1
658,356.7,45.71,165.1
659,356.7,45.71,165.1
660,356.7,45.71,165.1
661,356.7,45.71,165.1
662,356.7,45.71,165.1
663,356.7,45.71,165.1
664,356.7,45.71,165.1
665,356.7,45.71,165.1
666,356.7,45.71,165.1
667,356.7,45.71,165.1
668,356.7,45.71,165.1
669,356.7,45.71,165.1
670,356.7,45.71,165.1
671,356.7,45.71,165.1
672,356.7,45.71,165.1
673,356.7,45.71,165.1
674,356.7,45.71,165.1
675,356.7,45.71,165.1
676,356.7,45.71,165.2
677,356.7,45.71,165.1
678,356.7,45.71,165.1
679,356.7,45.71,165.1
680,356.7,45.71,165.1
681,356.7,45.71,165.1
682,356.7,45.71,165.1
683,356.7,45.71,165.1
684,356.7,45.71,165.1
685,356.7,45.71,165.1
686,356.7,45.71,165.1
687,356.7,45.71,165.1
688,356.7,45.71,165.1
689,356.7,45.71,165.1
690,356.7,45.71,165.1
691,356.7,45.71,165.1
692,356.7,45.71,165.1
693,356.7,45.71,165.1
694,356.7,45.71,165.1
695,356.7,45.71,165.1
696,356.7,45.71,165.1
697,356.7,45.71,165.2
698,356.7,45.71,165.1
699,356.7,45.71,165.1
700,356.7,45.71,165.1
701,356.7,45.71,165.2
702,356.7,45.71,165.1
703,356.7,45.71,165.1
704,356.7,45.71,165.1
705,356.7,45.71,165.1
706,356.7,45.71,165.1
707,356.7,45.71,165.1
708,356.7,45.71,165.1
709,356.7,45.71,165.1
710,356.7,45.71,165.1
711,356.7,45.71,165.1
712,356.7,45.71,165.1
713,356.7,45.71,165.1
714,356.7,45.71,165.1
715,356.7,45.71,165.1
716,356.7,45.71,165.1
717,356.7,45.71,165.1
718,356.7,45.71,165.1
719,356.7,45.71,165.1
720,356.7,45.71,165.1
721,356.7,45.71,165.1
722,356.7,45.71,165.1
723,356.7,45.71,165.1
724,356.7,45.71,165.1
725,356.7,45.71,165.3
726,356.7,45.71,165.1
727,356.7,45.71,165.1
728,356.7,45.71,165.2
729,356.7,45.71,165.1
730,356.7,45.71,165.1
731,356.7,45.71,165.1
732,356.7,45.71,165.1
733,356.7,45.71,165.1
734,356.7,45.71,165.1
735,356.7,45.71,165.1
736,356.7,45.71,165.1
737,356.7,45.71,165.1
738,356.7,45.71,165.1
